Classe                              ;DesignRole                        ;Concorda?;
br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.EfetuarSolicitacaoImunidadeIPVAInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.EfetuarSolicitacaoIsencaoICMSInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.EfetuarRenovacaoIsencaoIPVAInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.abas.DetalheIsencaoAba;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.certidaoIPVA.CertidaoBase;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.EfetuarSolicitacaoImunidadeIPVAFinal;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.AtenderSolicitacaoIPVAPentendeFinal;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.consulta.ConsultaAvancadaIsencaoTributos;CONSULTAAVANCADATRANSBASE;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.AtenderSolicitacaoEmAnaliseInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAguardVeiculoInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.listar.ListarSolicitacoesReemissao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAutorizadaInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.listar.ListarIsencoesAlteracao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.emitir.EmitirTermoResponsabilidade;TRANSACAORELATORIO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.AtenderSolicitacaoIPVAPendenteInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtendimentoComSucessoICMSRelatorio;TRANSACAORELATORIO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.AtenderRenovacaoSubmetidaInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.AtenderSolicitacaoSubmetidaFinal;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.EfetuarSolicitacaoIsencaoIPVAFinal_Intranet;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AlterarSolicitacaoFinal;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.EfetuarSolicitacaoIsencaoICMSFinal;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAguardRegularizacaoInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoSubmetidaFinal;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.listar.ReemitirAutorizacaoICMS;TRANSACAO;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.abas.AbasIsencaoTributos;ABAS;SIM;
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoSubmetidaInicio;TRANSACAO;SIM;
br.gov.se.sefaz.sae.ne.EntidadeTipoDesconto;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeValorIpva;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.CodigoBarrasDAE;CODIGOBARRASBASE;SIM;
br.gov.se.sefaz.sae.ne.EntidadeDebitosIpvaVeiculo;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeFonte;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeTalonario;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeDescontoIpvaAnual;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeTipoDocumento;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeCotacao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeMotivoDevolucaoCheque;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeSituacaoTalao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.DbaDocumentoBase;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeConvenioProdutoGNRE;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeICMSContribNaoInsc;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeObjetoReferencia;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeVencimentoICMS;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeTipoOperacao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeDataFechamentoMensal;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeCampoDoc;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeSituacaoDAEManual;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.UnidadePessoa;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeContaRepasse;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.DipDetalheIPVA;DEDDETALHEDAE;SIM;
br.gov.se.sefaz.sae.ne.EntidadeHistUnidadeTalao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeContaBancaria;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeTransacoes;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeVeiculos;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeVeiculoIpva;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeICMSContribInsc;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.CreConversaoReceita;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeMetasArrecadacao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeDocumentosSolicitacao;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ne.GNRE;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeReceita;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeUnidadeTalao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadePercentCalculoReceita;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeCalendarioAnual;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeCombSituacaoCheqDev;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeIpvaAntecipado;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeModelo;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeCotacaoIPVA;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.RedRepasseDoc;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeRegimeTributacao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeHistDataFechamentoMensal;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeIpvaAtualizado;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeHistoricoCheqDev;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeProdutoSAE;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeDescontoModelo;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeConvenio;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadePercentRepasseReceita;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeCertidaoRegulaIPVA;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ne.EntidadeDoctoSolicitanteSolic;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ne.SidSituacaoDoc;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.PendenciaArquivo;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ne.EntidadeHistFechamentoArrec;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.ValorCampoLayout;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeCredora;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.ChdChequeDevolvido;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.DalDocArrecLegado;DBADOCUMENTOBASE;SIM;
br.gov.se.sefaz.sae.ne.EntidadeMotivoDAEManual;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.DedDetalheDAE;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeExcecaoValidacao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeTipoContribCateg;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeGrupoProduto;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeVeiculoDetran;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.PendenciaArquivoSAE;PENDENCIAARQUIVO;SIM;
br.gov.se.sefaz.sae.ne.RecolhimentoDAE;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeIpvIpvaVeiculo;DEDDETALHEDAE;SIM;
br.gov.se.sefaz.sae.ne.EntidadeMotivoAlteracaoDoc;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadePeriodicidadeApuracao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeAutorizacaoCalculoIpv;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.HistoricoRepasse;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeTipoDocumentoSituacao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeVeiculo;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeGrupoRecolhimento;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeTipoSolicitante;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ne.EntidadeIsencaoVeiculo;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.RestricaoTO;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeGrupoReceita;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeIpvaVeiculoNovo;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.DAL;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ne.EntidadeEmpresaCourrier;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeMotivoTalao;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeTipoDocOrigem;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeFormaRecolhimento;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeRepFinanceiro;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeGrupoMotivoReceita;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeFabricante;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeIpvaVeiculo;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.DaeDocumentoArrecadacao;DBADOCUMENTOBASE;SIM;
br.gov.se.sefaz.sae.ne.DplDocPendenciaLegado;DBADOCUMENTOBASE;SIM;
br.gov.se.sefaz.sae.ne.EntidadeMotivoReceita;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeVeiculoDetranNova;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.HidHistoricoDAE;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadePessoaNaoInscrita;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeProrrogacaoDae;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeConversaoReceita;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeDAEManual;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeHistoricoVeiculoIpva;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.CodigoBarrasGNRE;CODIGOBARRASBASE;SIM;
br.gov.se.sefaz.sae.ne.EntidadeSituacaoDoc;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeSituacaoChequeDev;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.EntidadeHistorico;ENTITY;SIM;
br.gov.se.sefaz.sae.ne.RegistroDadosDocMensagem;ENTITY;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorBase;TEST;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorGNRE;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;[CONSTANTES];SIM;
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;GERENCIADORBASE;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorTalonario;GERENCIADORBASE;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorIPVA;GERENCIADORBASE;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorConsulta;GERENCIADORBASE;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;GERENCIADORBASE;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorIsencaoTributos;GERENCIADORBASE;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorMantab;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ng.GerenciadorOperacional;GERENCIADORBASE;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.regularizarDAEDuplicado.ConfirmarRegularizacaoDAEDuplicado;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.prescricao.PrescreverDocumentoPeloNumero;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dadosConcBanc.ConsultarDadosConciliacaoBancaria;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.exclusao.ConsultarDadosExcluirDoc;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.inclusao.gnre.ConsultarDadosIncluirGNRE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dataArrecDAE.AlterarDataArrecadacaoDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dar.AlterarDAR;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.formaRecolhimento.AlterarFormaRecolhimento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.cancelamento.dae.CancelarDAEPeloNumero;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.inclusao.itemDae.ItemDAEConfirmar;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.das.TransacaoDesmembramento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dadosConcBanc.ConfirmarRetiradaDadosConciliacaoBancaria;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.ExcluirDAEManualViaEletronica;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.AlterarHorarioVerao;TRANSACAO;SIM;
br.gov.sefaz.se.sae.oper.to.substituicao.SubstituirDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.itemDAE.AlterarItemDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.das.IncluirItemDocDesmembram;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.gnre.AlterarGNRE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.prescricao.ConsultarDocumentoPrescricao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dataArrecGNRE.AlterarDataArrecadacaoGNRE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.baixaPendenciaContrib.ValidaBaixaPendenciaContrib;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.inclusao.gnre.IncluirGNRE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.inclusao.gnre.IncluirGNREConfirmar;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dataArrecGNRE.InformarDataArrecadacao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.CadastrarVencimentoICMS;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.gnre.DesmembrarGNRE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.das.SelecionarItemDocDesmembram;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dataRepasse.AlterarDataRepasseDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.das.AlterarDASDesmembramento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.cancelamento.dar.ConsultarDARCancelamento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.dae.ConfirmarDesmembrarDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.cadastro.conta.InserirContaBancaria;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.inclusao.itemDae.InserirItemDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.SelecionarItemDAEManualViaEletronica;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.das.ConfirmarDesmembramentoDAS;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.InserirItemDesmembramentoDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.ListarItensDesmembramentoDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.cancelamento.dae.InformarMotivoCancelamentoDocumento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dataRepasse.ConfirmarAlteracaoDataRepasseDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.formaRecolhimento.AlterarItemFormaRecolhimento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dadosConcBanc.ConfirmarAlteracaoDadosConciliacaoBancaria;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.das.DesmembrarDAS;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.cancelamento.dar.CancelarDARPeloNumero;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dataRepasse.ConsultarDadosAlteracaoDataRepasse;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.formaRecolhimento.AlterarFormaRecolhimentoConfirmar;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.gnre.ConfirmarDesmembramentoGNRE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.exclusao.ExcluirDoc;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.itemDAE.ListarDAEAlteracao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dae.SelecionarItemDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.AlterarItensDAEManualViaEletronica;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.gnre.ListarDesmembramentoGNRE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.inclusao.itemDae.ListarItensDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dadosConcBanc.AlterarDadosConciliacaoBancaria;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.baixaPendenciaContrib.BaixarPendenciaContrib;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.cancelamento.dae.ConsultarDAECancelamento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.inscricaoEstadual.ConsultarDadosAlteracaoInscricao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dae.AlterarItensDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.dae.CancelarDesmembrarDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dataArrecDAS.InformarDataArrecadacaoDAS;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.dae.ExcluirItemDesmembramentoDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.AlterarViaEletronicaDAEManual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dataArrecDAS.AlterarDataArrecadacaoDAS;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.regularizarDAEDuplicado.ConsultarDAEDuplicado;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.docOrigem.AlterarDocOrigem;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.dae.DesmembrarDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dar.AlterarDARConfirmar;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.gnre.ConsultarDadosGNRE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.inclusao.itemDae.ConsultarIncluirDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.regularizarDAEDuplicado.RegularizarDAEDuplicado;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dae.AlterarDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dataArrecDAE.InformarDataArrecadacaoDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.gnre.AlterarGNREConfirmar;TRANSACAO;SIM;
br.gov.sefaz.se.sae.oper.to.substituicao.ConfirmarSubstituicaoDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.docOrigem.AlterarItensDAEDocOrigem;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.docOrigem.SelecionarItemDAEDocOrigem;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.das.ListarDesmembramentoDAS;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.DesmembrarItemDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.itemDAE.ListarItemsDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.cancelamento.dae.ObterDAEParaCancelamento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.gnre.AlterarGNREDesmembramento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.gnre.AlterarGNREDesmembramentoConfirmar;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.DesmembrarItemDAEConfirmar;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.das.ConcluirDesmembramDoc;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.inscricaoEstadual.ConfirmarAlteracaoDadosInscricaoEstadual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.AlterarItemDesmembramentoDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.desmembramento.das.AlterarDASDesmembramentoConfirmar;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.itemDAE.ConsultarItemDAE;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.formaRecolhimento.ListarItensFormaRecolhimento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.cadastro.conta.CadastrarContaBancaria;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.dar.ConsultarDadosDAR;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.alteracao.inscricaoEstadual.AlterarDadosInscricaoEstadual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.oper.to.cancelamento.dae.ConfirmarCancelamentoDocumento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.excluirViaEletronica.ConfirmaExclusaoViaEletronica;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.reemitirTermo.ReemitirTermo;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.emitirTermoTransporteTalao.ListarUnidadeComTalaoDistribuido;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.devolverTalao.ConfirmarDevolucaoTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.alterar.ValidarAlteracaoTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.devolverTalao.ListarTalaoDistribuidoUnidade;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.emitirTermoEntregaTalao.ListarRegiaoComTalaoDistribuido;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.repassarTalao.ConfirmaRepasseTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.devolverTalao.ConfirmaDevolucaoTalaoComMotivo;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.emitirTermoTransporteTalao.ConfirmarEmissãoTermoUnidade;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.cancelarDAEManual.ListarTaloesUnidadeSupervisor;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.reativarDAEManualCancelado.ConsultaDAEParaReativacaoCancelado;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.repassarTalao.ListarTalaoRepasse;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.repasse.RegistrarRepasseTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.repasse.RepassarTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.repasse.ConfirmaRepassarTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.ValidarNumeroDAEManual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.baixarDAEManual.ListarDAEsParaBaixa;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.alterar.ValidarCorrecaoTalaoDAEManual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.cadastrarTalao.CadastrarTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.cadastrarTalao.ConfirmarCadastroTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.devolverTalao.ListarTaloesParaDevolucao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.receberTalao.ReceberTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.reativarDAEManualCancelado.ReativarDAEManualCancelado;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.distribuirTalao.ConfimacaoDistribuicaoTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.baixarDAEManual.RegistrarBaixaDAEManual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.alterar.AlterarTalaoDAEManual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.emitirTermoEntregaTalao.EmitirTermoEntrega;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.repassarTalao.ConfirmarRepasseTalaoSupervisor;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.cancelarDAEManual.CancelarDAEManual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.emitirTermoEntregaTalao.ConfirmarEmissaoTermoRegiao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.cancelarDAEManual.ListarDAEsTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.distribuirTalao.ValidarDistribuicaoTalao;TRANSACAO;SIM;
